Image,Name,Description,Difficulty,Time
https://origami-database.com/wp-content/uploads/DSC01035-export-900x900.jpg,Papa Penguin and his Baby Peep,Standing penguin with baby peeking from between its legs.,Moderate,5 min.
https://origami-database.com/wp-content/uploads/DSC00830-export-900x783.jpg,Chameleon,Chameleon model with open mouth and reverse-colored eyes.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC00822-export-900x900.jpg,Moose,Stylized standing moose with solid antlers.,Moderate,9 min.
https://origami-database.com/wp-content/uploads/DSC00824-export-900x900.jpg,Pumba,3D warthog model of the Disney character with single tusk.,Moderate,20 min.
https://origami-database.com/wp-content/uploads/DSC00832-export-900x900.jpg,Crocodile,Long crocodile model with distinctive head.,Moderate,20 min.
https://origami-database.com/wp-content/uploads/DSC00820-export-900x900.jpg,Adirondack Moose,"Standing moose with large, solid antlers.",Intermediate,40 min.
https://origami-database.com/wp-content/uploads/DSC00812-export-900x873.jpg,Cat,A stylized cat model with reverse-colored snout.,Moderate,6 min.
https://origami-database.com/wp-content/uploads/DSC00806-export-900x900.jpg,Scorpion,3D scorpion model with two open pincers and a stinger.,Moderate,25 min.
https://origami-database.com/wp-content/uploads/DSC00802-export-900x900.jpg,Wolf,Standing wolf model with characteristic head.,Intermediate,45 min.
https://origami-database.com/wp-content/uploads/DSC00796-export-900x900.jpg,Stegosaurus,Quadruped dinosaur with spikes on its back.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC00787-export-900x900.jpg,Hippogriff,Standing hippogriff model with distinctive eagle-like head.,Intermediate,55 min.
https://origami-database.com/wp-content/uploads/DSC00785-export-900x900.jpg,Apatosaurus,Long-necked standing dinosaur model with a large body.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC00776-export-900x900.jpg,Duck,Standing duckling model with reverse-colored beak and feet.,Moderate,25 min.
https://origami-database.com/wp-content/uploads/DSC00765-export-900x900.jpg,Dragon v3,Bipedal dragon with segmented tail and horned head.,Intermediate,30 min.
https://origami-database.com/wp-content/uploads/DSC00771-export-900x900.jpg,Airplane #2,Single propeller airplane with two wheels and vertical and horizontal stabilizers.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC00762-export-900x900.jpg,Seal,Upright seal with hindflippers perpendicular to the body.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC00756-export-900x900.jpg,Pig,Standing pig model with pronounced ears and snout.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC01049-export-900x900.jpg,Whale,A stylized whale model with an open mouth.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC00750-export-900x900.jpg,Parasaurolophus,Bipedal dinosaur model with reverse-colored horn on its distinctive head.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC00744-export-900x900.jpg,Seagull,Stylized flying seagull model.,Moderate,5 min.
https://origami-database.com/wp-content/uploads/DSC00739-export-900x900.jpg,Samurai Hat,A traditional samurai helmet with dual-colored features.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC00728-export-900x900.jpg,Dragon 8.0,"A European-style dragon with large wings, standing on four legs.",Intermediate,45 min.
https://origami-database.com/wp-content/uploads/DSC00737-export-900x900.jpg,Deer,"Elegant deer with reverse colored inner ear, tail and breast.",Moderate,18 min.
https://origami-database.com/wp-content/uploads/DSC00730-export-900x900.jpg,Knight,Human knight with sword and large shield.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC00716-export-900x900.jpg,Rhino,Simple rhinoceros model with a large horn.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC00719-export-900x900.jpg,Dragon,Standing dragon with reverse colored wings.,Moderate,20 min.
https://origami-database.com/wp-content/uploads/DSC00711-export-900x900.jpg,Hammerhead shark,A hammerhead shark model with distinctive head.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC00704-export-900x900.jpg,Allosaurus,A standing dinosaur with open mouth and short arms.,Moderate,30 min.
https://origami-database.com/wp-content/uploads/DSC00685-export-900x900.jpg,Hercules Beetle,A six-legged beetle with distinctive horn.,Intermediate,30 min.
https://origami-database.com/wp-content/uploads/DSC00680-export-900x900.jpg,Shark,A simple shark model.,Easy,10 min.
https://origami-database.com/wp-content/uploads/DSC00670-export-900x900.jpg,Pegasus,A pegasus model folded from a single square.,Intermediate,35 min.
https://origami-database.com/wp-content/uploads/DSC00674-export-900x900.jpg,Cap,A simple 3D cap.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC00664-export-900x836.jpg,Kangaroo,A stylized kangaroo model.,Moderate,16 min.
https://origami-database.com/wp-content/uploads/DSC00658-export-900x900.jpg,Brown Bear,Single-colored bear model standing on four legs.,Moderate,18 min.
https://origami-database.com/wp-content/uploads/DSC00628-export-900x900.jpg,Butterfly,Simple butterfly model.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC00611-export-900x900.jpg,Asian Elephant,"With reverse-colored tusks, this model is 3D sculpted to represent the elephant’s physique.",Intermediate,35 min.
https://origami-database.com/wp-content/uploads/DSC00621-export-900x900.jpg,Songbird,A standing bird with independent wings.,Moderate,14 min.
https://origami-database.com/wp-content/uploads/DSC00616-export-900x900.jpg,Fish,Traditional origami fish.,Easy,3 min.
https://origami-database.com/wp-content/uploads/DSC00617-export-900x900.jpg,Mouse,"Sitting mouse with a long, thin tail.",Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC00603-export-900x900.jpg,Quetzalcoatlus,This flying dinosaur model has reverse-colored eyes.,Moderate,19 min.
https://origami-database.com/wp-content/uploads/DSC00599-export-900x900.jpg,Diplodocus,A long model that captures the hulking posture of the diplodocus.,Moderate,25 min.
https://origami-database.com/wp-content/uploads/DSC00580-export-900x900.jpg,Bull Walrus,This model captures the distinctive pose and long tusks of the walrus very well.,Moderate,22 min.
https://origami-database.com/wp-content/uploads/DSC00581-export-900x900.jpg,Canoe,A 3D canoe model with pointed ends.,Moderate,12 min.
https://origami-database.com/wp-content/uploads/DSC00573-export-900x900.jpg,Duck,A simple model of a duck.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC00568-export-900x900.jpg,Giant Panda,A stylized panda bear.,Moderate,5 min.
https://origami-database.com/wp-content/uploads/DSC00555-export-900x900.jpg,Triceratops,Dinosaur model that features a three-horned head.,Moderate,20 min.
https://origami-database.com/wp-content/uploads/DSC00574-export-900x900.jpg,Rabbit,"With fluffy ears, breast and tail, this model has interesting color changes when folded with two-colored paper.",Moderate,24 min.
https://origami-database.com/wp-content/uploads/DSC00570-export-900x900.jpg,Swan,A simple swan model with a long neck.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC03320-export-900x900.jpg,Fish,"Abstract fish model with open mouth and large, reverse-colored eye.",Intermediate,29 min.
https://origami-database.com/wp-content/uploads/DSC03312-export-900x900.jpg,Ammonite,Segmented shell with four reverse-colored tentacles.,Moderate,29 min.
https://origami-database.com/wp-content/uploads/DSC03309-export-900x900.jpg,Dandelion,Flower on stem with reverse-colored petals.,Moderate,25 min.
https://origami-database.com/wp-content/uploads/DSC03315-export-900x900.jpg,Raccoon,"Sitting racoon with distinctive reverse-colored snout, ears and bands on its tail.",Intermediate,41 min.
https://origami-database.com/wp-content/uploads/DSC03306-export-900x900.jpg,Velociraptor,Standing bipedal dinosaur with long tail and open mouth.,Moderate,27 min.
https://origami-database.com/wp-content/uploads/DSC03301-export-900x900.jpg,Hedgehog,"Standing hedgehog with reverse-colored head and feet, including a segmented back featuring quill-like motif.",Intermediate,50 min.
https://origami-database.com/wp-content/uploads/DSC03292-export-900x900.jpg,Crab,Eight-legged crab with two large claws.,Intermediate,35 min.
https://origami-database.com/wp-content/uploads/DSC03290-export-900x900.jpg,Zebra,"Standing zebra with reverse-colored nose, mane, tail and three stripes on its back.",Intermediate,40 min.
https://origami-database.com/wp-content/uploads/DSC03297-export-900x900.jpg,Clownfish,Fish with reverse-colored stripes.,Intermediate,38 min.
https://origami-database.com/wp-content/uploads/DSC03282-export-900x900.jpg,Toad/frog,"Sitting frog (or toad) model with reverse-colored eyes and jaw, featuring three digits on its front toes.",Intermediate,54 min.
https://origami-database.com/wp-content/uploads/DSC03287-export-900x900.jpg,Unicorn,Standing unicorn with large head and twisted horn.,Intermediate,57 min.
https://origami-database.com/wp-content/uploads/DSC03193-export-900x900.jpg,Satyr,Standing goat-like humanoid with reverse-colored horns.,Hard,1 hr. 18 min.
